Entry_Number,Description,Category,Weight_g,Location,Page
of18,"LightLab3 CannabisAnalyzer. Asa result ofthetest, the purchased Cannabistestedat atot.a HC evel of18.5%THC, which is higherthanthe limitwhichis allowablebyMarylandstatelaw.Pleases?1ed esults fi rspecificdetails. î.t,,-- ?¿ç¡Sffet.::c *""tGv ___;;:e)??- ??",Unknown,,,449
Entry-454-127,"On May 2l5t, 2025, Detective Armiger coordinated an undercover buy of Cannabis from Convenience City Inc. utilizing Detective Phipps in an undercover capacity. Once at Convenience City, Inc., Det. Phipps entered thestore, where he purchased one ""STIIZY"" jar containing three pre-rolled cannabiscigare",Preroll,,and leftthe area,454
Entry-454-128,"containing three pre-rolled cannabiscigarettes, two ""ZOUR STASH"" pre-rolled cannabiscigarettes, and one ""MUFFINS"" pre-rolled cannabis cigarette. Detective Phippsthen exited the store and leftthe area. Det. Phipps then tookthe Suspected Cannabis backtothe Harford County DrugTask Force Office,where it",Preroll,,and leftthe area,454
Entry-454-129,"""MUFFINS"" pre-rolled cannabis cigarette. Detective Phippsthen exited the store and leftthe area. Det. Phipps then tookthe Suspected Cannabis backtothe Harford County DrugTask Force Office,where it was packaged and secured in the Special Investigations Division Property Room. This investigation is ma",Preroll,,and leftthe area,454
Entry-454-130,"Det. Phipps then tookthe Suspected Cannabis backtothe Harford County DrugTask Force Office,where it was packaged and secured in the Special Investigations Division Property Room. This investigation is marked open and active. DetectiveArmiger#160 Corporal R. Wolfe#592 Sergeant C. Deveau #497",Ambiguous,,,454
MD 21921,"Supplement/6 Pre-Rolled CannabisCigarettes 243 South Bridge St., Elkton, MD 21921 On May 2l5t, 2025, Detective Armiger coordinated an undercover buy of Cannabis from Convenience City Inc. utilizing Detective Phipps in an undercover capacity. Once at Convenience City, Inc., Det. Phipps entered thesto",Preroll,,,454
EV-25,"2 Two ""ZourStash"" Pre-RolledCigarettes Containing Suspected Cannabis EV-25-2447",Preroll,,,455
EV-25,"3 One ""Muffins"" Pre-Rolled Cannabis CigaretteContainingSuspected Cannabis EV-25-2448",Preroll,,,455
Entry-455-131,"1 One""STIIZY""JarContainingThreePre-Rolled CigarettesContainingSuspected CannabisEV-25-2446",Preroll,,,455
Entry-456-134,"purchasingcannabis and psylocibin (shrooms) from the business. DetectiveTesterman was working in an undercover capacity and the passenger ofthe covert vehicle, which was parked in the lot ofthe shopping plaza. AssistingDetective Testerman with this controlled purchase was Sergent Sives, who remained",Unknown,,vehicle,456
Entry-477-135,"investigators learnedthey obtained their Cannabis, THC andpsylocibin from various distributors to include Cosmic Distro, WMD,American HempDistributor, Demand Vape and Cookies. Another subject described byMEHMOOD was a subjectknown as the""Flower Guy"", a distributor from Pennsylvania. The ""FlowerGuy"" ",Edible,,,477
Entry-477-136,"HempDistributor, Demand Vape and Cookies. Another subject described byMEHMOOD was a subjectknown as the""Flower Guy"", a distributor from Pennsylvania. The ""FlowerGuy"" would deliver directly to thestore with cannabis packagedin the large, heat-sealed bags. Once they receive the delivery these large, h",Edible,3.5,with cannabis packagedin the l,477
Entry-477-137,"to thestore with cannabis packagedin the large, heat-sealed bags. Once they receive the delivery these large, heat-sealed bags would be opened and repackaged into eighths (3.5grams). Investigators further learnedfrom MEHMOOD thatthe store hadrecently started selling ounces (28 grams) of 202500121309",Unknown,3.5,with cannabis packagedin the l,477
Entry-478-138,the THC percentages as being within range. RANA had onlymetthe ownerofthe businessone time since being employed. RANA confirmed the storehad only recently begunselling ounces ofcannabis for$119.00 about 3 weeks ago. RANA was unaware ofall thevendors utilized by thebusiness. Throughoutthis encounterb,Unknown,,had only recently begunselling,478
Entry-478-139,employed. RANA confirmed the storehad only recently begunselling ounces ofcannabis for$119.00 about 3 weeks ago. RANA was unaware ofall thevendors utilized by thebusiness. Throughoutthis encounterbothemployees werecooperative withLawEnforcementduring this investigation. Employees wereprovided withco,Unknown,,had only recently begunselling,478
Entry-478-140,Throughoutthis encounterbothemployees werecooperative withLawEnforcementduring this investigation. Employees wereprovided withcopiesofthesearchwarrant andsignedthe Harford County Sheriff's Office,Unknown,,,478
Entry-478-141,Employees wereprovided withcopiesofthesearchwarrant andsignedthe Harford County Sheriff's Office,Unknown,,,478
Entry-478-142,Misc. THC Carts,Cartridge,,,478
Entry-478-143,Pre-Rolled MarijuanaJoint,Preroll,,,478
Entry-478-144,Pre-Packaged Marijuana 202500121309 Page 7of9 478,Unknown,,,478
Entry-479-145,THC Edibles/Gummies,Edible,,,479
EV-25,"3 bag containing three samples of THC Dabs EV-25- 307:?:,",Concentrate,,,486
Entry-486-149,"5 bag containing three samples of Pre-Packaged Cannabis EV?7_<; ß07S - 6 bag containing three samples of Loose Cannabis ç:v.- ?Pi'- ?n 7/o 7 bag containing three samples THC Edibles/ Gummies r;.v,J2. t:;,.,?7,,()77",Edible,,,486
Entry-486-150,"6 bag containing three samples of Loose Cannabis ç:v.- ?Pi'- ?n 7/o 7 bag containing three samples THC Edibles/ Gummies r;.v,J2. t:;,.,?7,,()77",Edible,,,486
Entry-486-151,"7 bag containing three samples THC Edibles/ Gummies r;.v,J2. t:;,.,?7,,()77",Edible,,,486
fV 25,4 bag containing three samples of Cannabis Joints fV 25- ?n71.J .. 5 bag containing three samples of Pre-Packaged Cannabis EV?7_<; ß07S - 6 bag containing three samples of Loose Cannabis ç:v.- ?Pi'- ?n 7/o,Preroll,,,486
w11,1 bag containing three samples ofsuspected THC CartridgesEv42s?w11 2 bag containing threesamples ofsuspected Psylocibin (Shrooms) Edibles/GummiesfV•l.5 .. )0J.,Cartridge,,,486
Entry-503-152,"investigators learned they obtained theirCannabis, THC and psylocibin from various distributorsto include Cosmic Distro, WMD, American HempDistributor, Demand Vape and Cookies. Another subject described by MEHMOOD was asubject known as the ""FlowerGuy"", a distributorfrom Pennsylvania. The ""Flower Guy",Edible,,,503
Entry-503-153,"HempDistributor, Demand Vape and Cookies. Another subject described by MEHMOOD was asubject known as the ""FlowerGuy"", a distributorfrom Pennsylvania. The ""Flower Guy"" would deliverdirectly to the store with cannabis packaged inthe large, heat-sealed bags. Once they receivethe deliverythese large, he",Edible,3.5,with cannabis packaged inthe l,503
Entry-503-154,"to the store with cannabis packaged inthe large, heat-sealed bags. Once they receivethe deliverythese large, heat-sealed bags wouldbe opened and repackaged into eighths (3.5grams). Investigators furtherlearnedfrom MEHMOOD thatthe store had recently started selling ounces (28 grams) of 202500121309 P",Unknown,3.5,with cannabis packaged inthe l,503
Entry-504-155,theTHC percentages as beingwithin range. RANA had only metthe ownerofthe business onetime since being employed. RANA confirmedthe store had only recently begun selling ounces ofcannabis for$119.00 about3 weeks ago. RANA was unaware ofall the vendors utilized by the business. Throughoutthis encounter,Unknown,,had only recently begun sellin,504
Entry-504-156,employed. RANA confirmedthe store had only recently begun selling ounces ofcannabis for$119.00 about3 weeks ago. RANA was unaware ofall the vendors utilized by the business. Throughoutthis encounter bothemployees were cooperative with LawEnforcementduringthis investigation. Employees wereprovidedwit,Unknown,,had only recently begun sellin,504
Entry-504-157,Throughoutthis encounter bothemployees were cooperative with LawEnforcementduringthis investigation. Employees wereprovidedwithcopies ofthe searchwarrant and signed the Harford County Sheriff's Office,Unknown,,,504
Entry-504-158,Employees wereprovidedwithcopies ofthe searchwarrant and signed the Harford County Sheriff's Office,Unknown,,,504
Entry-504-159,Misc. THC Carts,Cartridge,,,504
Entry-505-160,THC Edibles/ Gummies,Edible,,,505
EV-25,2 Two Pre-Rolled Cigarettes Containing Suspected Cannabis EV-25-1870,Preroll,,,509
Entry-510-162,"LightLab3 CannabisAnalyzer. As a result ofthetest, thepurchasedCannabistestedat ato TH eve! of8.7%THC, all? whichrt-'1:??;mit which is ?eas•5· results fo. specific details. Detective P. Armiger#160 Corporal Wolfe#592 ergeant DeVeau #497 Page 1",Unknown,,,510
Entry-522-163,1 Three Pre-Rolled Cigarettes Containing Suspected Cannabis,Preroll,,,522
Entry-529-165,Pre rolled THC cigarettes: 373.5 grams Cannabis (flower): 613.5 grams DABS (concentrated oil cannabis): 56 grams,Concentrate,373.5,,529
Entry-529-166,Cannabis (flower): 613.5 grams DABS (concentrated oil cannabis): 56 grams THC vapes/carts: 767 grams,Concentrate,613.5,,529
Entry-529-167,DABS (concentrated oil cannabis): 56 grams THC vapes/carts: 767 grams THC Gummies: 345.9 grams,Concentrate,56.0,,529
Entry-529-168,THC vapes/carts: 767 grams THC Gummies: 345.9 grams 202500121189,Cartridge,767.0,,529
Entry-529-169,THC Gummies: 345.9 grams 202500121189 529,Edible,345.9,,529
S,TOTAL WEIGHTS OF THC/PSJLOCYBIN ITEMS: Psilocybin: 23.8 grams Pre rolled THC cigarettes: 373.5 grams,Preroll,23.8,,529
Entry-530-170,withemployee GuilhermeSousa.,Unknown,,,530
Entry-539-171,Drua Chemistrv THC percentage CrimeLADU•0nty: LIST OF ARTICLES FSDExhibit#,Unknown,,,539
Entry-539-172,1 bag containing two samplecontainers of suspectedTHC flower 2 bag containing two sample hypridstlllzypre rolled the,Preroll,,,539
Entry-539-173,5 bag containing two sample THC dabs,Concentrate,,,539
Entry-557-175,Pre rolled THC cigarettes: 373.5 grams Cannabis (flower): 613.5 grams DABS (concentrated oil cannabis): 56 grams,Concentrate,373.5,,557
Entry-557-176,Cannabis (flower): 613.5 grams DABS (concentrated oil cannabis): 56 grams THC vapes/carts: 767 grams,Concentrate,613.5,,557
Entry-557-177,DABS (concentrated oil cannabis): 56 grams THC vapes/carts: 767 grams THC Gummies: 345.9 grams,Concentrate,56.0,,557
Entry-557-178,THC vapes/carts: 767 grams THC Gummies: 345.9 grams 202500121189,Cartridge,767.0,,557
Entry-557-179,THC Gummies: 345.9 grams 202500121189 557,Edible,345.9,,557
S,TOTAL WEIGHTS OF THC/PSILOCYBIN ITEMS: Psilocybin: 23.8 grams Pre rolled THC cigarettes: 373.5 grams,Preroll,23.8,,557
Entry-558-180,withemployee Guilherme Sousa.,Unknown,,,558
s,All items were properly packaged and placed into property. Samples of the suspected THC items and,Ambiguous,,,558
Entry-560-182,Drug Chemistry THC percentage CrimeLabUseOnly: LIST OF ARTICLES FSD Exhibit#,Unknown,,,560
Entry-562-183,1 bag containing two sample containers ofsuspectedTHC flower 2 bag containing two sample hyprid stlllzy pre rolled the 3 bag containing two sample cookie berry pre rolled the 4 bag containing two sample Hash Hole pre rolled the 5 bag containing two sample THC dabs,Concentrate,,,562
Entry-562-184,5 bag containing two sample THC dabs,Concentrate,,,562
Entry-587-185,Drug Chemistry THCpercentage Crime LabUseOnly: LIST OF ARTICLES FSD Exhibit#,Unknown,,,587
Entry-587-186,1 bag containing two sample containers of suspected THC flower 2 bag containing two sample hyprid stlllzy pre rolled the 3 bag containing two sample cookie berry pre rolled the AJ 1JU.00\ ' 4 bag containing two sample Hash Hole pre rolled the,Concentrate,,,587
Entry-587-187,5 bag containing two sample THC dabs,Concentrate,,,587
Entry-588-188,Drug Chemistry THC percentage trima LabùseOnly: LIST OF ARTICLES FSD Exhibit# Hem# Description,Unknown,,,588
Entry-589-189,"they metwith Det. Armiger, who tookcustodyofthe purchased Cannabis. Det. Armigerthen tooktheCannabis backto the Harford County DrugTask Force Office, where itwas packaged and secured in theSpecial Investigations Division Property Room. Det. Armigerwill transportthe",Unknown,,,589
Entry-589-190,"Det. Armigerthen tooktheCannabis backto the Harford County DrugTask Force Office, where itwas packaged and secured in theSpecial Investigations Division Property Room. Det. Armigerwill transportthe",Unknown,,,589
Entry-596-191,Tan & ClearBag Containing Suspected Cannabis 1 1 t----···--··· ·-···- OYes OYes - -· $30 E [ZINo 00No ·-· Approx?ate Weight= 3.5 Grams ...,Ambiguous,3.5,,596
Entry-601-192,"1 1 .... ""Gelato 42 H}'.brid"" containing susoected Cannabis $30 E Œ O !N V o es O Œ!N Y o es -?------·-- ---·- ApproximateWeight- 3.5 Grams ..ß.Jua.zipJiu¡_st){le_b.aggj.e...lslJ?.?led ""RoadTrip"" 2 1 __""DesertStardust Mushroom Gummies"" -· $25 E O [il v N e o s l 0 î Y lN e o s ApproximateWeight> 8 G",Edible,3.5,,601
Entry-610-193,"totalof2,094.15grams ofTHC",Unknown,94.15,,610
Entry-610-194,grams ofTHC,Unknown,,,610
Entry-610-195,containing 1.314.5grams ofTHC,Unknown,314.5,,610
Entry-610-196,containing956 grams ofTHC,Unknown,,,610
Entry-610-197,956grams ofTHC,Unknown,956.0,,610
s,"Intotal, 4,905.77 grams ofTHC was seized from the business. These items ranged fromvarious edibles, vapes,",Edible,905.77,the business,632
s,"• Gummies - 654 items containing atotal of2,094.15 grams ofTHC",Edible,94.15,,632
s,• Dabs- 39 items containing 71 grams ofTHC,Concentrate,71.0,,632
s,• Carts - 100 items containing 200 grams ofTHC,Cartridge,200.0,,632
s,"• Pre-Rolled""Joints"" - 799 items containing 1.314.5 grams ofTHC",Preroll,314.5,,632
s,• Raw Flower- 16 items containing 956 grams ofTHC 20500121192 Page3 632,Unknown,956.0,,632
scontaining,• Prepackaged Flower- 113 itemscontaining 956 grams ofTHC,Unknown,956.0,,632
Entry-655-205,Description : PLASTICTUBECONTAININGCANNABIS I 655 Print Date: 06/23/2025 21:53 Page 7of7,Unknown,,,655
Entry-656-206,"2 Zip-Lock bag with suspected Cannabis f'JI. J<· ?6 7a 3 Zip- Lock bag with a package containing suspected THC edibles!V·l$""·_J,1.3 4 Zip-Lock bag with a box containing suspected THC vape cartridge¡.y-?.2.'1')L{ 5 Zip-Lock bag with plastictube containing suspected Cannabis Bl·?S. ,.,16",Cartridge,,,656
Entry-656-207,"3 Zip- Lock bag with a package containing suspected THC edibles!V·l$""·_J,1.3 4 Zip-Lock bag with a box containing suspected THC vape cartridge¡.y-?.2.'1')L{ 5 Zip-Lock bag with plastictube containing suspected Cannabis Bl·?S. ,.,16",Cartridge,,,656
Entry-656-208,"4 Zip-Lock bag with a box containing suspected THC vape cartridge¡.y-?.2.'1')L{ 5 Zip-Lock bag with plastictube containing suspected Cannabis Bl·?S. ,.,16",Cartridge,,,656
Entry-656-209,"5 Zip-Lock bag with plastictube containing suspected Cannabis Bl·?S. ,.,16",Ambiguous,,,656
Entry-662-210,"Afterthe sale, Detective Scrogginsreturnedto his covertvehicle andtransportedthe Cannabisto the Harford County DrugTask Force Office forprocessing. Nothing furtherto reportatthis time. Corporal Deasel#984 SergeantSives#835",Unknown,,,662
EV-25,1 Popart Bag Containing Suspected Cannabis EV-25-1242,Ambiguous,,,663
Entry-664-212,"DetectiveArmigermetwithAgentMangold, who wouldconduct the test. Toe cannabiswas testedutilizing the LightLab 3 Cannabis Analyzer. Asaresult ofthetest,thepurchased Cannabis testedata t 'HC levelof10.7% THC, which is higherthanthelegal limitof2.5?%, whichisallo?wablebyMarylandstate law. easese attache",Unknown,,,664
Entry-664-213,"LightLab 3 Cannabis Analyzer. Asaresult ofthetest,thepurchased Cannabis testedata t 'HC levelof10.7% THC, which is higherthanthelegal limitof2.5?%, whichisallo?wablebyMarylandstate law. easese attached results for specific details. f I?",Unknown,,,664
Entry-676-217,"safekeeping. Detective Armigerwill transportthe Cannabistothe MarylandCannabisCommission, whereit will be analyzed and asupplementwill beperformed. This investigation is ongoing. Detective P. Armiger#160 Corporal Wolfe#592 SergeantDeveau #497 Page 1",Unknown,,,676
MD 21040,"Supplement 7 Grams Cannabis 1711 Pulaski Highway, Edgewood, MD 21040",Unknown,7.0,,676
On 02,"On 02/26/2025 atapproximately 1300 hrs., DetectiveArmiger#160 madecontactwithCl#1378forthepurposeof",Unknown,,,676
room,"Onceback atthe Task Force Office,Detective Armigerplaced theCannabis in the locked evidenceroom for safekeeping. Detective Armigerwill transportthe Cannabistothe MarylandCannabisCommission, whereit will be analyzed and asupplementwill beperformed. This investigation is ongoing. Detective P. Armiger#",Unknown,,,676
Entry-678-218,"?urevana Brand Delta 1O THC Flower I [] [] 530.00 ? ??s ??s ----· ,..., _ n,·--• i-------i?-----i ApproximateWeight- 11 (.;,rams I ·-····-· 0Ycs OYes",Unknown,,,678
Entry-684-219,"1 1 . containing suspected Cannabis Oves Oves $30 E ?No Œ!No ,-... ApproximateWeight= 3.5Grams ..---· -8.luazip.loc...sMe...baggj.e._1ª_b?l?d ""Road Trip"" 2 1 ""Desert StardustMushroom Gummies"" Oves OVes",Edible,3.5,,684
Entry-687-220,"Afterthe sale, Detective ...,..,rogginsreturnedto hiscovertvehicle a.?-.. eventuallytransported the Cannabis to the Harford County Drug TaskForce Officeforprocessing. Nothing further to reportatthis time. Page2 687",Unknown,,,687
Entry-693-221,"• 2918.3 gramsTHC • 616.6grams Psilocybin This report is in reference to a search and seizure warrant that was conducted at Tobacco Town, located at",Unknown,616.6,,693
Entry-693-222,"THC and Psilocybin products illegally in Harford County, Maryland.",Unknown,,,693
Entry-694-223,"Tobacco Townhad a vast array ofTHC andpsilocybin products throughout thebusiness to includepre rolled suspectedmarihuana""blunts"", ""suspected THC gummies"", ""suspected THCvapes"", suspected loose marihuana, and suspectedpsilocybin. Page2 694",Edible,,,694
Entry-694-224,"rolled suspectedmarihuana""blunts"", ""suspected THC gummies"", ""suspected THCvapes"", suspected loose marihuana, and suspectedpsilocybin. Page2 694",Edible,,,694
Entry-696-225,• 2918.3gramsTHC • 616.6grams Psilocybin,Unknown,616.6,,696
Entry-703-226,"3 THC-O Gummies 2 pack, suspected THC 4 Modus Platnium blend diamond sauce CB9A + THC-P, suspectedTHC 5 Road trip desert stardust mushroom gummies, suspected Psilocybin ***Analysis forCDS and purity*** s",Edible,,,703
Entry-704-227,V Brownbox.containing297assortedTHCedibles o E O Yes 0 Yes 181 No [81 No lt'\'1 ApproximateWeight=617.22grams,Edible,617.22,,704
Entry-712-228,"• 2918.3 gramsTHC • 616.6grams Psilocybin This report is in reference to a search and seizure warrant that was conducted atTobacco Town, located at",Unknown,616.6,,712
Entry-712-229,"THC and Psilocybin products illegally in Harford County, Maryland. I",Unknown,,,712
Entry-713-230,"TobaccoTown had a vast array ofTHC andpsilocybin products throughoutthe business to include pre rolled suspected marihuana ""blunts"", ""suspectedTHCgummies"", ""suspected THC vapes"", suspected loose marihuana, and suspectedpsilocybin. Page 2 713",Edible,,,713
Entry-713-231,"rolled suspected marihuana ""blunts"", ""suspectedTHCgummies"", ""suspected THC vapes"", suspected loose marihuana, and suspectedpsilocybin. Page 2 713",Edible,,,713
Entry-715-232,• 2918.3gramsTHC • 616.6grams Psilocybin,Unknown,616.6,,715
Entry-722-233,"3 THC-O Gummies 2 pack, suspected THC 4 Modus Platnium blend diamond sauce CB9A + THC-P, suspected THC 5 Road trip desert stardust mushroom gummies, suspected Psilocybin ***Analysis for CDS and purity***",Edible,,,722
Entry-723-234,"Brownboxcontaining297as ortedTHCedibles o E 0 Yes Oves f2]No f2]No ""f'\7 ApproximateWeight=617.22grams",Edible,617.22,,723
Entry-727-235,"1 Bag containing 3 prerolled cigarettes suspected Cannabis L \J ' ) -? ,i -? 2 Bag containing suspected THC gummies 7; -=l 1 \.I 3 bag containing package of suspected Psllccybln gummies ,;} -::.} 1 ') 317(¡ 4 bag containing suspected waxtype THC",Concentrate,,,727
Entry-727-236,"2 Bag containing suspected THC gummies 7; -=l 1 \.I 3 bag containing package of suspected Psllccybln gummies ,;} -::.} 1 ') 317(¡ 4 bag containing suspected waxtype THC 5 bag containing suspected cannabis ti v 1 .)- -· /) l ') -·+",Concentrate,,,727
Entry-727-237,4 bag containing suspected waxtype THC 5 bag containing suspected cannabis ti v 1 .)- -· /) l ') -·+,Concentrate,,,727
Entry-727-238,5 bag containing suspected cannabis ti v 1 .)- -· /) l ') -·+,Ambiguous,,,727
Entry-731-239,"11 2 Zip-Lock bag with suspected Cannabis v.:. 'k 7J 1 1, 3 Zip- Lock bag with a package containing suspected THC ediblesí ¡, I )v > . · J y 1? ,I ? 4 Zip-Lock bag with a box containing suspected THC vape cartridge,: 1, ),: )( J'( ' J .",Cartridge,,,731
Entry-731-240,"3 Zip- Lock bag with a package containing suspected THC ediblesí ¡, I )v > . · J y 1? ,I ? 4 Zip-Lock bag with a box containing suspected THC vape cartridge,: 1, ),: )( J'( ' J . 5 Zip-Lock bag with plastictube containing suspected Cannabis ¡ 'v \ I '",Cartridge,,,731
Entry-731-241,"? 4 Zip-Lock bag with a box containing suspected THC vape cartridge,: 1, ),: )( J'( ' J . 5 Zip-Lock bag with plastictube containing suspected Cannabis ¡ 'v \ I ' ;",Cartridge,,,731
Entry-731-242,5 Zip-Lock bag with plastictube containing suspected Cannabis ¡ 'v \ I ' ; / {,Ambiguous,,,731
Entry-741-243,Total Delta-9-THC :i?: 1.00%byweight Weight 2.02 g (+/- 0.02 g) (net) 1 sample(s) tested,Unknown,2.02,,741
