Entry_Number,Description,Category,Weight_g,Location,Page
Entry-293-670,dangerous substanceviolationsand answeringmachineand answering machinetapes;,Ambiguous,,,293
Entry-293-671,fromviolationsofthecontrolleddangeroussubstanceslaws;,Preroll,,,293
Entry-295-672,"Manufacturing, Distribution, PossessionwithIntentto Distribute, and PossessionofaControlled",Preroll,,,295
Entry-295-673,"Dangerous Substancesas defined in Criminal Lew Article Sections; 1-202, 5-601 through 5-621",Ambiguous,,,295
Entry-295-674,"dealing generally with Controlled DangerousSubstances, includingnarcotics,hallucinogens,and",Preroll,,,295
Entry-296-675,"operation ofcontrolled dangerous substances violations, found in or upon saidpremises in close",Preroll,,,296
Entry-296-676,"proximity to contraband, controlled dangerous substances or controlled dangerous substance",Preroll,,,296
Entry-296-677,controlleddangerous substanceviolations;,Preroll,,,296
Entry-296-678,from violationsofthe controlleddangeroussubstanceslaws;,Preroll,,,296
Entry-303-679,!Í!i No Type(s}orCDS?Marijuana O Female,Flower,,,303
Entry-306-680,NameUnknown : D Juvenile: D,Ambiguous,,,306
Entry-306-681,Complexion : Eye Color: UNKNOWN,Ambiguous,,,306
Entry-306-682,"BASAR,ZAHEER RELATIONSHIPUNKNOWN NO",Ambiguous,,,306
Entry-306-683,BASAR.AMAN RELATIONSHIPUNKNOWN NO,Ambiguous,,,306
Entry-306-684,NameUnknown : D Juvenile: D,Ambiguous,,,306
Entry-307-685,NameUnknown : D Juvenile: D,Ambiguous,,,307
Entry-316-686,Make: Fiocchi Caliber: 9 mm Grains: 115 BulletType: FMJ CasingMaterial: Brass,Ambiguous,,,316
Details,Cartridge Case Exhibit Details,Cartridge,,,319
Entry-321-688,18. 19. 20. Complete each field for each firearm - indicate “UNK” if unknown. 22.,Ambiguous,,,321
Entry-327-689,"Unit(APDSOU)were contactedbyaconfidentialinformanthereinreferredto as CI-I,aboutControlledDangerous",Preroll,,,327
Entry-327-690,"Substance (CDS)violations occurring withinAberdeen,Maryland. Members ofAPDSOUmetwithCI-1, andthey",Ambiguous,,,327
Entry-327-691,statedthey couldmakeacontrolledpurchase ofCannabisfrom the All-in-Onetobacco shop located at 15WestBel,Flower,,,327
Entry-327-692,Members ofAPD SOUmetwithCl-1 atapredetermined locationforthepurposeofconductingacontrolled,Preroll,,forthepurposeofconductingacont,327
Entry-327-693,purchase ofcannabisfromtheAll-in-Onesmoke shop. CI-1 wasthoroughly searchedandfoundtobefree andclear,Flower,,,327
Entry-327-694,"insidethe storeandaskedfor""flower""atwhichpointtheemployeeworkingbehind thecounterprovidedthemwith",Flower,,andaskedfor,327
Entry-327-695,"amulticoloredjar (pictured below), containing cannabis.",Flower,,,327
Entry-328-696,"The cannabis was then transported by sergeant Helfto the Maryland Cannabis Commission, where the",Flower,,,328
Entry-328-698,ontheback ofthepurchased Cannabis product also reflects 25%THC contentas partofthe product information.,Flower,,,328
a25,"cannabis wastested. Thetestreflectedthe Cannabis contained a25%Tetrahydrocannabinol(THC) content,which",Flower,,,328
Entry-329-699,Operations Unit(APOSOU) receiveda complaint in referenceto theAll-in-One tobacco shop sellingcannabisandtobacco,Flower,,,329
Entry-329-700,Helfthen stopped Lewiforthe litteringviolation. DuringthestopSergeant Helfobservedavape in Lewi's right pocketat,Cartridge,,,329
Entry-329-701,"andattemptedto purchasecannabisbutwasdeclined. Sergeant Helfwas ableto purchase one ""Geek Bar Pulse"" for",Flower,,,329
Entry-329-702,$20.00.The boxand vapewereconsistentwith the boxandvape detectivesobserved in Lewi's possession. The boxstated,Cartridge,,,329
Entry-330-703,UnknownApartment #,Ambiguous,,,330
Entry-330-704,searchofficers located a green bookbag containing approximately 6to 10one-ouncevacuum sealed bagsofCannabisand,Flower,,,330
Entry-330-705,permitted bylaw. DetectiveArmigeris aware that thisamountofcannabis isa considerable and unreasonableamountfor,Flower,,,330
At 1400,"At 1400 hrs, aCI made acontrolled purchase ofcannabisfrom theAll-in-One Tobacco Shop of",Flower,,,331
Entry-331-706,"vacuum-sealedbags ofmarijuana. Abinashstatedto Officers ""thathehadto take",Flower,,,331
Entry-331-707,stopped Lewiforlittering. Det. Helfobserved avape in Lewi'sright pocket. Lewi informedDet.,Cartridge,,,331
Entry-331-708,Helfthathe is 19years old. Det. Helfinquiredhowmuchthevape cost. Lewireplied with$20.,Cartridge,,,331
Entry-331-709,marijuanabutwas declined. The Clerkofthe store informedDetHelfthatthey donot sell,Flower,,informedDetHelfthatthey donot,331
Entry-331-710,Marijuanaand that he could getit from the dispensary. Det. Helfdid purchase oneGeekBar,Flower,,,331
Entry-331-711,Pulse for$20. The boxand vapearethe same coloras the vape that wasrecoveredforLewi. The,Cartridge,,,331
Entry-331-713,marijuanafor $37. TheCIreturned withmarijuana andhandedit overto Det. Epps.,Flower,,,331
Entry-332-715,Cannabis Cigarettes,Flower,,,332
Entry-332-716,"On March 18th, 2025, DetectiveArmigercoordinated an undercover buyofCannabis from All ln One Food",Flower,,,332
Entry-332-717,"approximately 1352 hours, Det.Testerman entered the store, where he purchased 3 pre-rolled cannabis",Flower,,,332
Entry-332-718,Cannabis.,Flower,,,332
Entry-332-719,"Det. Armigerthen tooktheSuspected Cannabis backto the Harford County DrugTask Force Office,",Flower,,,332
MD 21001,"Supplement 3.5Grams Cannabis/3 Pre-Rolled 15 West BelAir Ave., Aberdeen, MD 21001",Flower,3.5,,332
at 1215,"transportthesuspected Cannabis to theAlcohol,Tobacco, and Cannabis Commission, located at 1215 E. Fort",Flower,,,332
Entry-333-721,Controlled Danzerous Substances CDS,Preroll,,,333
Entry-333-723,Pre Rolled Suspected Cannabis Cigarette,Flower,,,333
Qty,Item Qty Supcrvtsor DcsignalcsuspectedCDStypeandpackaging. Es1imatcd,Ambiguous,,,333
Entry-334-724,Controlled Danserous Substances CDS,Preroll,,,334
EV-25,1 Three Pre-Rolled Cigarette Containing Suspected Cannabis EV-25-1244,Flower,,,335
EV-25,"2 Multi-Color ""Curevana"" Container Containing Suspected Cannabis EV-25-1243",Flower,,,335
Entry-335-725,CheckforCDS: 0CDSPossession E'.:]CDS PWIDO Unknown 03/18/25 Harford [3,Ambiguous,,,335
Entry-335-726,Suspect OJuvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,335
Entry-335-727,Victim O Unknown DOB:,Ambiguous,,,335
Entry-336-731,"Cannabisthatwaspurchased fromAll In OneFoodMartonTuesday,March 18th,2025, tested forTetrahydrocannabinol",Flower,,,336
Entry-336-732,(THC)content.,Unknown,,,336
Entry-336-733,"DetectiveArmigermet with AgentMangold, whowouldconduct thetest. Thecannabiswastestedutilizingthe",Flower,,,336
Entry-336-734,"LíghtLab3 CannabisAnalyzer. As aresultofthetest,thepurchased Cannabistested atatotal THC level of1.5%THC.",Flower,,,336
at 1215,"Tobacco, and Cannabis Commission, located at 1215 EastFortAvenue#300, Baltimore, MD21230, inorderto havethe",Flower,,,336
Entry-337-735,Sample ID: 2025-00044777 Aberdeen,Unknown,,,337
Entry-338-736,SAMPLE DETAILS,Unknown,,,338
Entry-338-737,THC:CBD Ratio,Unknown,,,338
Entry-338-738,Hiqn THC Snmple,Unknown,,,338
Entry-339-740,Total THC: 2.7%,Unknown,,,339
Entry-339-741,.THC-A:,Flower,,,339
Entry-339-742,.A9-THC: 2.7%,Unknown,,,339
Entry-339-743,AS-THC*: 5.7%,Unknown,,,339
o 51,o 51 102 153 204 255 306 357 408 459 510,Cartridge,,,339
Bar 12,Chocolate Bar 12,Edible,,,340
Entry-340-746,"On May 14th, 2025 Detective Mmi ger coordinated an undercover buy of Cannabis from All ln One Food",Flower,,,340
Entry-340-747,"approximately 1352 hours, Det. Testerman entered the store, where hepurchased 3 pre-rolled cannabis",Flower,,,340
Entry-340-748,"with Det. Armiger, whotook custody ofthe purchased Cannabis.",Flower,,,340
Entry-340-749,"tookthe Suspected Cannabis backtothe Harford County DrugTask Force Office,",Flower,,,340
MD 21001,"Supplement 3.5 Grams Cannabis/Mushroom 15West BelAirAve., Aberdeen, MD 21001",Flower,3.5,,340
Entry-341-750,Controlled Danzerous Substances CDS,Preroll,,,341
Entry-341-751,"2 1 _""_MagicMushroom Chocolate 7 Grams ofFl,!n"" ... Oves OYcs",Edible,7.0,,341
Entry-341-752,ApproximateWeight- 1 Chocolate Bar ...,Edible,,,341
Entry-342-753,Controlled Danzerous Substances CDS,Preroll,,,342
Entry-343-754,CheckforCOS:0 CDSPossessionE] CDS PWIDO Unknown 05/14/25 Harford [:),Ambiguous,,,343
Entry-343-755,Suspect OJuvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,343
Entry-343-756,Victim O Unknown DOB:,Ambiguous,,,343
Entry-343-757,"statedlnessentiallythesameconditionaswhenreœived,exceptthatmaterialorportionconsumedintheanalysisattheForensicSciencesDivision.",Ambiguous,,,343
Entry-344-758,) Bribery ChildAbuse(First/SecondDegree) eatinginControlled DangerousSubstances(includin,Preroll,,,344
Entry-345-759,Supplement/UCBuy 3.Sgrams ofCannabis,Flower,,,345
Entry-345-760,undercovercapacitywherehewas taskedwithconducting an undercoverpurchase ofcannabis from an,Flower,,,345
Entry-345-761,"commonly used for cigarillo)and flower(aslangtermcommonly usedfor Cannabis),"". The clerkretrievedapack",Flower,,,345
Entry-345-762,"geometric shapes,containingapproximately 3.5 gramsofCannabis. Detective Scrogginspaid forthecigarillo's",Flower,,,345
Entry-345-763,and the 3.5 gramsofcannabis.,Flower,,,345
Entry-346-764,"Afterthe sale, Detective Scroggins returnedto his covertvehicleand eventuallytransportedthe Cannabis",Flower,,,346
Entry-347-765,CheckforCDS: 0CDSPossession (:'.] CDSPWIDO Unknown 05/29/25 Harford [:],Ambiguous,,,347
Entry-347-766,Suspect O Juvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,347
Entry-347-767,Victim O Unknown DOB:,Ambiguous,,,347
Entry-347-768,"statedlnessentiallythesameconditionaswhenreceived,exceptthatmaterialorportionconsumedlntneanalysisattheForensicSciencesDivision.",Ambiguous,,,347
Entry-348-769,2499.4gofGummies (228 Units),Edible,,,348
Entry-348-770,307.Sg ofPre-rolled Cannabis (195 Units),Flower,,,348
Entry-348-771,603.Sg ofPrepackaged Cannabis (158 Units),Flower,,,348
Entry-348-772,709.Sg ofJarred Cannabis(14 Units),Flower,,,348
Entry-348-773,847.54gofTHC Edibles (286 Units),Edible,,,348
Entry-348-774,2691.SgofVacuum Sealed BagsofCannabis (6 Units),Flower,,,348
Entry-349-776,"Behindthe front counter, Detectives located largeamounts ofcannabis ontheflooralongwith a digital",Flower,,,349
s,"Detectives began asystematic search ofthe store's cabinets for items containing THC content, and items",Unknown,,,349
Entry-350-777,"Detectives also located in adisplay case markedas""Case l"", numerous ediblescontaining suspected",Edible,,,350
Entry-350-778,"psylocibin, aschedule 1 controlleddangeroussubstance, andglassjars containingcannabis. Detective Scroggins",Flower,,,350
5,"multiple packages ofpsychedelic gununies. Detective Scroggins seizedthis bag as Item #5. Detectives located onthe lowershelfofthepedestal, containers containing cannabisresidue. Detective",Flower,,,351
Entry-352-780,containing prepackaged amounts ofcannabis weighing approximately 3.5 grams each. Detective Scroggins seized,Flower,3.5,,352
Entry-353-781,Detectives also located multiple boxes containing pre rolled cigarscontaining approximately 1.5 to 2,Preroll,,,353
Entry-355-782,"Detectives also locatedÍI,1 a. back storage room oftheestablishment, numerous edibles containing",Edible,,,355
s,"suspected psylocibin, aschedule 1 controlleddangerous substance. Theseitems were seized as Item #12. In that sameroom, Detectives located acardboard boxcontaining large blackvacuum sealed bags",Preroll,,,355
Entry-357-784,CheckforCDS:O CDS Possession 0 CDS PWIDO Unknown 05/29/2025 Harford G,Ambiguous,,,357
Entry-357-785,Suspect OJuvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,357
Entry-357-786,Victim O Unknown DOB:,Ambiguous,,,357
Entry-357-787,sample ofa leafy green substance.,Ambiguous,,,357
Entry-357-789,"statedinessentiallythesameconditionaswhenreceived,exceptthatmaterialorportionconsumedintheanalysisattheForensicSciencesDivision.",Ambiguous,,,357
is,- *Each item is a sample from a larger batch of the respective item*,Unknown,,,357
Entry-358-790,li!! No Type(s)ofCDS? Marijuana O Female,Flower,,,358
Entry-360-791,? No Type(s)orCDS?Marijuana O Female A,Flower,,,360
Entry-362-792,iii No Type(s)ofCDS? Marijuana O Female,Flower,,,362
Entry-364-793,"Distribution,PossessionwithIntenttoDistribute,andPossessionofaControlledDangerous Substances",Preroll,,,364
Entry-364-794,"Controlled Dangerous Substances, including narcotics, hallucinogens, and other dangerous drugs are",Preroll,,,364
Entry-365-795,"operation of controlled dangerous substances violations, found in or upon said premises and",Preroll,,,365
Entry-365-796,"person(s) in close proximity to contraband, controlled dangerous substances or controlled",Preroll,,,365
Entry-365-797,controlleddangeroussubstanceviolations andansweringmachineandansweringmachinetapes;,Preroll,,,365
Entry-365-798,fromviolations ofthe controlled dangeroussubstanceslaws;,Preroll,,,365
Entry-366-799,2499.4gofGummies (228 Units),Edible,,,366
Entry-366-800,307.5g of Pre-rolledCannabis {195 Units),Flower,307.5,,366
Entry-366-801,603.5g of Prepackaged Cannabis {158 Units),Flower,603.5,,366
Entry-366-802,709.5g ofJarred Cannabis {14 Units),Flower,709.5,,366
Entry-366-803,847.54g ofTHC Edibles {286 Units),Edible,847.54,,366
Entry-366-804,2691.8gofVacuum Sealed Bags ofCannabis (6 Units),Flower,,,366
Entry-367-805,"Behind thefrontcounter, Detectives located largeamounts ofcannabis on the flooralong with adigital",Flower,,,367
Entry-368-806,"Detectives also located in adisplay case marked as ""Case l"", numerous edibles containing suspected",Edible,,,368
Entry-368-807,"psylocibin, a schedule 1 controlled dangerous substance, and glassjars containing cannabis. Detective Scroggins",Flower,,,368
5,"multiplepackages ofpsychedelic gummies. Detective Scroggins seized this bag as Item #5. Detectives located on the lowershelfofthepedestal, containers containing cannabis residue. Detective",Flower,,,369
Entry-370-809,containing prepackaged amounts ofcannabis weighing approximately 3.5 grams each. Detective Scroggins seized,Flower,3.5,,370
Entry-371-810,Detectives also located multiple boxes containing prerolled cigarscontaining approximately 1.5 to2,Preroll,,,371
Entry-373-811,".......................:> c:u.:>v 1v1.,tttcu ma oacx siorage room or theestablishment, numerous edibles containing",Edible,,,373
s,"suspected psylocibin, a schedule 1 controlled dangerous substance. These items were seized as Item #12. In that same room, Detectives located a cardboard box containing largeblack vacuum sealed bags",Preroll,,,373
Entry-375-813,Drug Related DrugType MARIJUANA,Flower,,,375
Entry-377-814,NameUnknown : D Juvenile: D,Ambiguous,,,377
Entry-377-815,NameUnknown : D Juvenile: D,Ambiguous,,,377
Entry-378-816,"Brand: MUSHROOM GUMMIES Disposition : HELD, EVIDENCE",Edible,,,378
Entry-378-817,Description : BOXCONTAINING2499.4G OF MUSHROOM GUMMIES,Edible,4.0,,378
Entry-378-818,"Brand: PRE-ROLLED CANNABISCIGARS Disposition : HELD, EVIDENCE",Flower,,,378
Entry-378-819,Description : BOXCONTAINING307.5GOF PRE-ROLLEDCANNABISCIGARS,Flower,,,378
Entry-378-820,"Brand: PRE-PACKAGEDCANNABIS Disposition : HELD, EVIDENCE",Flower,,,378
Entry-378-821,Description : BOXCONTAINING603.5GOFPRE-PACKAGEDCANNABIS,Flower,,,378
Entry-379-822,"Brand: JARSOF CANNABIS Disposition : HELD, EVIDENCE",Flower,,,379
Entry-379-823,Description : BOX CONTAINING709.5GOF JARREDCANNABIS,Flower,,,379
Entry-379-824,Description : BOXCONTAINING847.54G OFTHC EDIBLES,Edible,54.0,,379
Entry-379-825,"Brand: VACCUMSEALEDBAGSOF CANNABIS Disposition : HELD, EVIDENCE",Flower,,,379
Entry-379-826,Description : BOXCONTAINING2691.8 GRAMSOF CANNABIS IN VACUUM SEALEDBAGS,Flower,,,379
Entry-379-827,"Brand: CDS SAMPLES Disposition : HELD, EVIDENCE",Unknown,,,379
Entry-379-828,Description : ONE HEATSEALEDBAGCONTAININGCDS SAMPLES,Unknown,,,379
Entry-380-829,Description: ONE HEATSEALEDBAGCONTAININGcos SAMPLES,Unknown,,,380
Entry-381-830,Description : BOXCONTAINING2499.4G OF MUSHROOM GUMMIES I,Edible,4.0,,381
Entry-381-831,Description : BOXCONTAINING307.5GOF PRE-ROLLEDCANNABISCIGARS I,Flower,,,381
Entry-381-832,Description : BOXCONTAINING603.5GOF PRE-PACKAGEDCANNABIS I,Flower,,,381
Entry-381-833,Description : BOXCONTAINING709.5GOF JARREDCANNABIS I,Flower,,,381
Entry-381-834,Description : BOX CONTAINING847.54G OF THC EDIBLES I,Edible,54.0,,381
Entry-381-835,Description : BOXCONTAINING2691.8 GRAMSOF CANNABIS IN VACUUM SEALED BAGS I,Flower,,,381
Entry-384-836,CheckforCDS: 0 CDS Possession 0 CDS PWIDO Unknown 05/29/2025 Harford G,Ambiguous,,,384
Entry-384-837,Suspect D Juvenile D Unknown DOB: FBI#: SID#:,Ambiguous,,,384
Entry-384-838,Victim D Unknown DOB:,Ambiguous,,,384
Entry-384-839,sample of a leafy green substance.,Ambiguous,,,384
Entry-384-841,"statedinessentiallythesameconditionaswhenreoeived,exceptthatmaterialorportónconsumedintheanalysisa,;theForensicScienoesDiVision.",Ambiguous,,,384
is,*Each item is a sample from a larger batch of the respective item*,Unknown,,,384
Entry-387-843,"On March 18th, 2025, Detective Armiger coordinated an undercover buy of Cannabis from Best Choice",Flower,,,387
Entry-387-844,"lot. Atapproximately 1411 hours, Det. Testerman enteredthe store, where he purchased 3.5 gramsofCannabis",Flower,,,387
Entry-387-845,"Testerman metwith Det. Armiger, who tookcustodyofthe purchased Cannabis.",Flower,,,387
Entry-387-846,"Det. Armigerthen tookthe Suspected Cannabis back to the Harford County DrugTask Force Office,",Flower,,,387
MD 21078,"Supplement3.5Grams Cannabis 866 Otsego St., Havre Degrace, MD 21078",Flower,5.0,,387
at 1215,"transportthe suspected Cannabis to the Alcohol,Tobacco, and Cannabis Commission, located at 1215 E. Fort",Flower,,,387
Entry-388-848,11cm Qty Supervisa< DesignatesuspectedCDStypeandpackaging. Estimated,Ambiguous,,,388
Entry-388-849,"CurevanaTHC-P Flower""Green Crack""",Flower,,,388
Entry-389-850,Controlled Dan Substances CDS,Preroll,,,389
EV-25,"1 Multi-Color ""Curevana"" Container Containing Suspected Cannabis EV-25-1241",Flower,,,390
Entry-390-851,CheckforCDS:0CDSPossession E] CDSPWIDO Unknown 03/18/25 Harford,Ambiguous,,,390
Entry-390-852,Suspect O Juvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,390
Entry-390-853,Viet.im O Unknown DOB:,Ambiguous,,,390
Entry-390-855,"statedlnessentiallythesameconditionaswhenreceived,exœptthatmaterialorportionconsumedlntheanalysisattheForensicSdenœsDiviSion.",Ambiguous,,,390
Entry-391-857,"Cannabisthatwaspurchased fromBest in ChoiceGroceryInc., onTuesday,March181\2025, testedfor",Flower,,,391
Entry-391-858,Tetrahydrocannabinol(THC) content.,Unknown,,,391
at 1215,"Tobacco, andCannabisCommission, located at 1215 EastFortAvenue#300,Baltimore,MD 21230, inorderto havethe",Flower,,,391
J-44777,Sample 10: 2/.J-44777 BEST CHOICE,Unknown,,,392
Entry-393-861,",? Total THC: 3.4%",Unknown,,,393
Entry-393-862,.THC-A: ND,Flower,,,393
Entry-393-863,•â9-THC: 3.4%,Unknown,,,393
Entry-393-864,â8-THC*: 9.6%,Unknown,,,393
o 255,o 255 510,Cartridge,,,393
Entry-394-865,THC:CBD Ratio,Unknown,,,394
Entry-394-866,High THC Sample,Unknown,,,394
Entry-395-869,{:?Total THC: 3.4%,Unknown,,,395
Entry-395-870,.THC-A: ND,Flower,,,395
Entry-395-871,• A9-THC: 34%,Unknown,,,395
Entry-395-872,AS-THC*: 9.6%,Unknown,,,395
Entry-396-874,"Cigarettes, One MushroomChocolate ar.",Edible,,,396
Entry-396-875,"On April 3rd, 2025, Detective Armiger coor inated an undercover buy of Cannabis from Best Choice",Flower,,,396
Entry-396-876,"suspected Cannabis Cigarettes and a ""Polka Dot Mushroom Magic Blend Belgian White Chocolate Pink",Flower,,,396
Entry-396-877,Chocolate bar at this time are unknown. Detective Armiger conducted an internet search in regardsto the,Edible,,,396
Entry-396-878,chocolate bar and found that in some casesthese bars have been found tocontain Psilocybin.,Edible,,,396
Entry-396-879,Det. Armigerthen tooktheSuspected Cannabis & chocolate bar backtothe Harford CountyDrugTask,Flower,,,396
MD 21078,"SupplementThree Pre-RolledSuspected Cannabis 866Otsego St., Havre DeGrace, MD 21078",Flower,,,396
Entry-397-880,Bribery Child Abuse(First/SecondDegree) DealinginControlled,Preroll,,,397
Entry-397-881,iolotÎOilSofCl...5-&?,Concentrate,,,397
Entry-398-883,Green Leafy Substance suspected Cannabis,Flower,,,398
Entry-398-884,ApproximateWcighl= 3 Pre-Rolled Cigarettes,Preroll,,,398
Entry-398-885,"""Polka Dot"" Mushroom Chocolate Bar",Edible,,,398
Entry-398-886,ApproximateWeight= 1 Chocolate Bar,Edible,,,398
Qty,Item Qty SupcrvtSO< DesignatesuspectedCDStypeandpackaging. Estimated,Ambiguous,,,398
Entry-399-887,Controlled Dan Substances CDS,Preroll,,,399
EV-25,1 Three Pre-Rolled Suspected Cannabis Cigarettes EV-25-2827,Flower,,,400
EV-25,2 Polka Dot Brand Mushroom Chocolate Bar Containing Suspected Psilocybin EV-25-2828,Edible,,,400
Entry-400-888,CheckforCDS: 0 CDSPossessionB CDSPWIDO Unknown rford [:],Ambiguous,,,400
Entry-400-889,Suspect O Juvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,400
Entry-400-890,Victim O Unknown DOB:,Ambiguous,,,400
Entry-401-893,Drug Investigation - UC Buy - Three (3)Pre-Rolled Best Choice Grocery Inc. Tobacco Shop,Preroll,,,401
Entry-401-894,"Cannabis Joints, Psilocybín Edible - 4 grams -",Flower,4.0,,401
Entry-401-895,"Harford and Cecil County, Maryland selling unregulated marijuana. Further investigation was requested resulting",Flower,,,401
Entry-401-896,in Detective Armiger ofthe Harford County Sheriff's Office Drug Task Force to begin a controlled dangerous,Preroll,,,401
Entry-401-897,substance (hereinafter CDS). Through investigation it was learned these businesses were owned by the same,Ambiguous,,,401
Entry-401-898,"Maryland, 21078 in hopes ofpurchasing marijuana and psylocibin (shrooms) from the business. Detective",Flower,,,401
Entry-401-899,"the lot ofthe shoppingplaza. Assisting Detective Testerman with this controlled purchase was SergentSives, who",Preroll,,,401
Entry-401-900,was the second controlled purchase ofmarijuana and psilocybin (shrooms) from this location.,Flower,,,401
Entry-402-901,"""loose' (street term forloosecannabis) ""loose flower"" (streettermfor loose cannabis), ""gelatos"" (terminologyfor",Flower,,,402
Entry-402-902,"astrain ofcannabis)or ""pre-rolls""(commonterminology utilized forpre-rolled cannabisjointsready for",Flower,,,402
Entry-402-903,"consumption). UM#1 gestured Detective Testermanto aglass display case, whichcontainedvarious cannabis",Flower,,,402
Entry-402-905,generic conversationaboutthe cannabispre-rolledjoints. DetectiveTestermanpicked fromtheselection three(3),Flower,,,402
Entry-402-906,"pre-rolled cannabisjointsto include One (1) ""Yoda OG"", One (1) ""PineapplePoundcake""and One (1) ""Mango",Flower,,,402
Entry-402-908,Sheriffs Office undercoverfunds forthe pre-rolled cannabisand ediblechocolatebarofpsilocybin(shrooms).,Flower,,,402
Entry-402-909,transportedthe suspectedpre-rolled cannabis andpsilocybin (shrooms) edibleto asecurelocation. Upon arrival at,Flower,,,402
Entry-402-910,"the secure location, Detective Testerman beganprocessing the suspectedCDS.",Ambiguous,,,402
s,related items to includetherequested pre-rolled marijuanajoints. DetectiveTesterman and UM #1 engagedin,Flower,,,402
s,"cannabisrelated items and suspectedPsylocibinedibles. Detective Testerman selectedone(1)ofthem, which",Flower,,,402
Entry-404-911,Check forCDS: ElCDS Possession ElCDS PWIDO Unknown rford G,Ambiguous,,,404
Entry-404-912,Suspect O Juvenile 0 Unknown DOB: FBI#: SID#:,Ambiguous,,,404
Entry-404-913,Victim O Unknown DOB:,Ambiguous,,,404
Entry-404-914,"leafysubstance ofsuspected Cannabis, a schedule I cont;olled dangerous substance. ?S'lL'",Flower,,,404
Entry-404-915,"leafysubstance of suspected Cannabis, a schedule I controlled danqerous substance. }S'"":1'",Flower,,,404
Entry-404-916,"withgroen aleafy substanceofsuspected Cannabis,ascheduleIcontrolled dangeroussubstance.",Flower,,,404
Entry-404-917,"containing 4 grams of suspected Psilocybin, a schedule I controlled dangerous",Preroll,4.0,,404
Entry-404-918,"substance. Ï}Ç""*",Ambiguous,,,404
Entry-404-919,"statedlnessentiallythesamecondtlonaswhenreceved,exœptthatmaterialorporoonconsumed1ntheanatys,sattheForens,cSöencesDivis!Oll",Ambiguous,,,404
Entry-404-920,1. Unknown - 05/29/25 0858 13.,Ambiguous,,,404
Entry-405-921,Bribery ChildAbuse(First/SecondDegree) DealinginControlledDangerousSubstances,Preroll,,,405
Al60,Unknown Armizer Al60,Ambiguous,,,406
Entry-407-923,I Unknown -,Ambiguous,,,407
Entry-409-928,"$30,382.50. Totals forthe THC products wereas follows:",Unknown,,,409
Entry-409-929,• 2066.5 grams ofPre-rolled/ flowercannabis,Flower,2066.5,,409
Entry-409-930,• 861.37 grams ofedibleTHC products,Edible,861.37,,409
Entry-409-931,• 44 grams of waxTHCproducts,Concentrate,44.0,,409
Entry-409-932,• 105.2 gramsofcartridges containingTHC,Cartridge,,,409
Entry-409-933,• 50.76 grams ofeditbale THC products,Unknown,50.76,,409
Entry-409-934,• 3294.75 grams offlower cannabis,Flower,3294.75,,409
S1117,Marijuana S1117,Flower,,,409
S1211,9 Various Cannabis Products Shelfbehind counter S1211 Det.Smith,Flower,,,409
S645,16 THC Products Case#5 S645 Det. Smith,Unknown,,,409
s,5 Case#3 Items -THC ln case 3 S1230/S1211 Det. Smith,Unknown,,,409
Entry-411-935,[lem Qty Supervisor DesignatesuspectedCDStypeandpackaging. Estimated,Ambiguous,,,411
Entry-411-938,4 1 Bagof variouswaxtypeTHC $200.00 E,Concentrate,,,411
Entry-411-939,5 1 VariouscartridgescontainingTHC $200.00 E,Cartridge,,,411
sofsuspectedcannabis,1 1 Variousitemsofsuspectedcannabis/prerolledcannabiscigarettes $200.00 E,Flower,,msofsuspectedcannabis,411
sofsuspectedcannabis,2 1 Variousitemsofsuspectedcannabiseditables $200.00 E,Flower,,msofsuspectedcannabiseditables,411
sofsuspectedcannabis,6 1 Variousitemsofsuspectedcannabiseditables $200.00 E,Flower,,msofsuspectedcannabiseditables,411
sofsuspectedcannabis,7 1 !Variousitemsofsuspectedcannabis $200.00 E,Flower,,msofsuspectedcannabis,411
Entry-412-942,Controlled Danzerous Substances CDS,Preroll,,,412
Entry-413-943,Loncrouea uan2erous substances CJJS,Ambiguous,,,413
Entry-413-944,"[tern Qty S11pc,vtSO< DesignatesuspectedCDStypeandpaclcaging. Estimated",Ambiguous,,,413
Entry-413-945,8 1 VariouscartridgescontainingTHC,Cartridge,,,413
Entry-414-946,Controlled Dangerous Substances CDS,Preroll,,,414
Entry-415-947,"3 I Box containingvarious packagingmaterial ,.. -/""\ $100.00 E D O",Ambiguous,,,415
Entry-417-948,CheckforCDS:O CDSPossession O CDSPWIDO Unknown 5/29/25 Harford,Ambiguous,,,417
Entry-417-949,Suspect O Juvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,417
Entry-417-950,Victim O Unknown DOB:,Ambiguous,,,417
Entry-417-951,1 Bag containing 3 prerolled cigarettes suspected Cannabis,Flower,,,417
Entry-417-952,2 Bag containing suspected THC gummies,Edible,,,417
Entry-417-953,"3 bag containing package of suspected Psilocybin gummies f_) -'.'J?? '9',",Edible,,,417
Entry-417-954,"4 bag containing suspectedwax type THC '.J.'.-i--'w, ':}lt;",Concentrate,,,417
